Sources/Attributes,count,Aromatic,Woody,Fruity,Floral,Oriental,Fine
http://data.odeuropa.eu/vocabulary/olfactory-objects/212,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q158008,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/410,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q111029,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/423,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q25686,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/321,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q43084,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/415,0.0,1.0,0.0,0.0,0.0,1.0,1.0
http://www.wikidata.org/entity/Q171892,0.0,1.0,0.0,0.0,0.0,1.0,1.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/78,0.0,4.0,0.0,0.0,0.0,0.0,1.0
http://www.wikidata.org/entity/Q756,0.0,4.0,0.0,0.0,0.0,0.0,1.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/409,0.0,4.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q148668,0.0,4.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/408,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q122679,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/350,0.0,2.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q157211,0.0,2.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/172,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q72499572,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/323,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q57328174,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/320,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q133205,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/103,0.0,1.0,0.0,0.0,0.0,0.0,1.0
http://www.wikidata.org/entity/Q203635,0.0,1.0,0.0,0.0,0.0,0.0,1.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q7706672,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/434,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q161058,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/72,0.0,8.0,0.0,0.0,0.0,0.0,25.0
http://www.wikidata.org/entity/Q506,0.0,8.0,0.0,0.0,0.0,0.0,25.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/318,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q131748,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/424,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q4087,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/227,0.0,2.0,0.0,0.0,0.0,0.0,1.0
http://www.wikidata.org/entity/Q1566,0.0,2.0,0.0,0.0,0.0,0.0,1.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/476,0.0,2.0,0.0,0.0,0.0,0.0,1.0
http://www.wikidata.org/entity/Q287,0.0,2.0,0.0,0.0,0.0,0.0,1.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/110,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q3406628,0.0,1.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/200,0.0,2.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q10884,0.0,2.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/214,0.0,1.0,0.0,0.0,0.0,0.0,2.0
http://www.wikidata.org/entity/Q15622897,0.0,1.0,0.0,0.0,0.0,0.0,2.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/361,0.0,2.0,0.0,0.0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q28437,0.0,2.0,0.0,0.0,0.0,0.0,0.0
http://data.odeuropa.eu/vocabulary/olfactory-objects/223,0.0,2.0,0.0,0.0,0.0,0.0,5.0
